uniq_ID,sensorID,sensor_type,planting_year,experiment_name,treatment,location,plot_no,temp_exp_no,temp_trt_no,temp_rep_no,row_configuration,planting_date_doy,variety,nation,climate_file_name,irrigation_type,lint_yield_kg_per_ha,fibre_length_mm,micronaire,fibre_strength_g-tex,first_flower_doy,maturity_time_das_60%,irrigation_date_1,irrigation_date_2,irrigation_date_3,irrigation_date_4,irrigation_date_5,irrigation_date_6,irrigation_date_7,irrigation_date_8,irrigation_date_9,irrigation_date_10,irrigation_date_11,irrigation_date_12,RawData file,WeatherDataFile,Experiment Name Long,Sensor Unique Identifier,Comment
2015_ACRI_2020,2020,ARDUcrop,2015,TimeOfSowing,Sowing 1,ACRI,4,,,,Solid,289,74BRF,Australia,,Fully Irrigated,3264.59,29.566,4.5,28.8,364,158,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2020,
2015_ACRI_2021,2021,ARDUcrop,2015,TimeOfSowing,Sowing 3,ACRI,5,,,,Solid,342,74BRF,Australia,,Fully Irrigated,2405.88,29.769,4.7,27.8,44,*,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2021,
2015_ACRI_2023,2023,ARDUcrop,2015,TimeOfSowing,Sowing 3,ACRI,7,,,,Solid,342,74BRF,Australia,,Fully Irrigated,2280.38,31.394,4.5,29.0,44,*,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2023,
2015_ACRI_2024,2024,ARDUcrop,2015,TimeOfSowing,Sowing 1,ACRI,8,,,,Solid,289,74BRF,Australia,,Fully Irrigated,3415.76,29.591,4.9,26.7,364,152,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2024,
2015_ACRI_2025,2025,ARDUcrop,2015,TimeOfSowing,Sowing 2,ACRI,9,,,,Solid,316,74BRF,Australia,,Fully Irrigated,2655.25,29.210,5.0,26.9,23,144,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2025,
2015_ACRI_2026,2026,ARDUcrop,2015,TimeOfSowing,Sowing 1,ACRI,10,,,,Solid,289,74BRF,Australia,,Fully Irrigated,2395.87,29.464,5.0,27.4,362,156,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2026,
2015_ACRI_2027,2027,ARDUcrop,2015,TimeOfSowing,Sowing 2,ACRI,11,,,,Solid,316,74BRF,Australia,,Fully Irrigated,2725.26,30.302,4.8,29.0,23,147,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2027,
2015_ACRI_2028_1529,2028_1529,ARDUcrop,2015,TimeOfSowing,Sowing 3,ACRI,12,,,,Solid,342,74BRF,Australia,,Fully Irrigated,2233.04,29.769,4.7,29.4,43,*,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_TimeOfSowing,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,TimeOfSowing,waterwise.ACRI.2015.TimeOfSowing2028_1529,
2015_ACRI_1513,1513,ARDUcrop,2015,Anti-ethylene,Control,ACRI,14,,,,Solid,289,74BRF,Australia,,Fully Irrigated,3101.000,29.616,4.7,28.8,*,,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_Anti-ethylene,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,,waterwise.ACRI.2015.Anti-ethylene1513,
2015_ACRI_1514,1514,ARDUcrop,2015,Anti-ethylene,Water stressed,ACRI,18,,,,Solid,289,74BRF,Australia,,Miss 1 Irrig at Flwring,3608.904,29.845,5.0,29.4,*,,16/10/2015,3/12/2015,22/12/2015,1/03/2016,11/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_Anti-ethylene,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,,waterwise.ACRI.2015.Anti-ethylene1514,
2015_ACRI_1515,1515,ARDUcrop,2015,Anti-ethylene,Control,ACRI,19,,,,Solid,289,74BRF,Australia,,Fully Irrigated,3354.645,29.185,5.2,27.7,*,,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_Anti-ethylene,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,,waterwise.ACRI.2015.Anti-ethylene1515,
2015_ACRI_1516,1516,ARDUcrop,2015,Anti-ethylene,Water stressed,ACRI,27,,,,Solid,289,74BRF,Australia,,Miss 1 Irrig at Flwring,3352.734,30.683,5.0,30.0,*,,16/10/2015,3/12/2015,22/12/2015,1/03/2016,11/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_Anti-ethylene,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,,waterwise.ACRI.2015.Anti-ethylene1516,
2015_ACRI_2009,2009,ARDUcrop,2015,Dryland,Solid config.,ACRI,3,,,,Solid,289,74BRF,Australia,,Dryland,1026.103,26.441,4.8,24.1,*,,16/10/2015,3/12/2015,,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_Dryland,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,Dryland,waterwise.ACRI.2015.Dryland2009,
2015_ACRI_2010,2010,ARDUcrop,2015,Dryland,Single config,ACRI,8,,,,Single,289,74BRF,Australia,,Dryland,1454.565,27.762,4.3,25.0,*,,16/10/2015,3/12/2015,,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_Dryland,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,Dryland,waterwise.ACRI.2015.Dryland2010,
2015_ACRI_2011,2011,ARDUcrop,2015,Dryland,1 in 1 out,ACRI,10,,,,1in1out,289,74BRF,Australia,,Dryland,1289.52,29.286,4.3,26.4,*,,16/10/2015,3/12/2015,,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_Dryland,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,Dryland,waterwise.ACRI.2015.Dryland2011,
