,Canopytemp
Datetime,
29/12/2015 14:00,43.49
29/12/2015 14:05,43.37
29/12/2015 14:10,44.95
29/12/2015 14:15,42.92
29/12/2015 14:20,44.43
29/12/2015 14:25,43.86
29/12/2015 14:30,42.98
29/12/2015 14:35,43.59
29/12/2015 14:45,43.57
29/12/2015 14:50,42.73
29/12/2015 14:55,42.91
29/12/2015 15:00,44.15
29/12/2015 15:05,42.76
29/12/2015 15:10,42.38
29/12/2015 15:15,44.53
29/12/2015 15:20,42.65
29/12/2015 15:25,43.7
29/12/2015 15:30,43.5
29/12/2015 15:35,42.59
29/12/2015 15:40,42.56
29/12/2015 15:45,41.01
29/12/2015 15:50,40.91
29/12/2015 15:55,41.67
29/12/2015 16:00,41.23
29/12/2015 16:05,40.26
29/12/2015 16:10,39.53
29/12/2015 16:15,39.61
29/12/2015 16:20,41.1
29/12/2015 16:25,39.87
29/12/2015 16:30,38.85
29/12/2015 16:35,38.89
29/12/2015 16:40,38.47
29/12/2015 16:45,38.12
29/12/2015 16:50,37.85
29/12/2015 16:55,39.08
29/12/2015 17:00,37.81
29/12/2015 17:05,37.27
29/12/2015 17:10,37.13
29/12/2015 17:15,36.73
29/12/2015 17:20,36.36
29/12/2015 17:25,35.74
29/12/2015 17:30,35.61
29/12/2015 17:35,35.79
29/12/2015 17:40,34.72
29/12/2015 17:45,34.37
29/12/2015 17:50,34.65
29/12/2015 17:55,33.89
29/12/2015 18:00,33.74
29/12/2015 18:05,33.13
29/12/2015 18:10,33.42
29/12/2015 18:15,32.73
29/12/2015 18:20,33.22
29/12/2015 18:25,32.41
29/12/2015 18:30,31.99
29/12/2015 18:35,31.46
29/12/2015 18:40,31.54
29/12/2015 18:45,30.88
29/12/2015 18:50,30.42
29/12/2015 18:55,30.02
29/12/2015 19:00,29.62
29/12/2015 19:05,29.3
29/12/2015 19:10,28.6
29/12/2015 19:15,28.35
29/12/2015 19:20,27.99
29/12/2015 19:25,27.38
29/12/2015 19:30,26.9
29/12/2015 19:35,26.5
29/12/2015 19:40,25.97
29/12/2015 19:45,25.58
29/12/2015 19:50,25.05
29/12/2015 19:55,24.59
29/12/2015 20:00,24.26
29/12/2015 20:05,23.76
29/12/2015 20:10,23.6
29/12/2015 20:15,23.34
29/12/2015 20:20,23.35
29/12/2015 20:25,23.03
29/12/2015 20:30,22.71
29/12/2015 20:35,22.45
29/12/2015 20:40,22.58
29/12/2015 20:45,22.63
29/12/2015 20:50,22.42
29/12/2015 20:55,22.5
29/12/2015 21:00,22.05
29/12/2015 21:05,21.81
29/12/2015 21:10,21.38
29/12/2015 21:15,21.44
29/12/2015 21:20,21.45
29/12/2015 21:25,21.45
29/12/2015 21:30,21.3
29/12/2015 21:35,21.17
29/12/2015 21:40,21.04
29/12/2015 21:45,21.25
29/12/2015 21:50,20.9
29/12/2015 21:55,20.94
29/12/2015 22:00,20.7
29/12/2015 22:05,20.66
29/12/2015 22:10,20.52
29/12/2015 22:15,20.53
29/12/2015 22:20,20.39
29/12/2015 22:25,20.38
29/12/2015 22:30,20.32
29/12/2015 22:35,19.92
29/12/2015 22:40,19.76
29/12/2015 22:45,19.95
29/12/2015 22:50,20
29/12/2015 22:55,19.92
29/12/2015 23:00,19.72
29/12/2015 23:05,19.46
29/12/2015 23:10,19.49
29/12/2015 23:15,19.4
29/12/2015 23:20,19.2
29/12/2015 23:25,19.32
29/12/2015 23:30,19.11
29/12/2015 23:35,19.07
29/12/2015 23:40,18.94
29/12/2015 23:45,18.91
29/12/2015 23:50,18.72
29/12/2015 23:55,18.6
30/12/2015 0:00,18.49
30/12/2015 0:05,18.45
30/12/2015 0:10,18.41
30/12/2015 0:15,18.24
30/12/2015 0:20,18.17
30/12/2015 0:30,17.88
30/12/2015 0:35,17.88
30/12/2015 0:40,17.84
30/12/2015 0:45,17.7
30/12/2015 0:50,17.67
30/12/2015 0:55,17.62
30/12/2015 1:00,17.54
30/12/2015 1:05,17.5
30/12/2015 1:15,17.25
30/12/2015 1:20,17.2
30/12/2015 1:25,17.02
30/12/2015 1:30,17.04
30/12/2015 1:35,17.01
30/12/2015 1:40,17.09
30/12/2015 1:45,16.76
30/12/2015 1:50,16.66
30/12/2015 2:00,16.59
30/12/2015 2:05,16.5
30/12/2015 2:10,16.37
30/12/2015 2:15,16.23
30/12/2015 2:20,16.23
30/12/2015 2:25,16.14
30/12/2015 2:30,16.04
30/12/2015 2:35,16.08
30/12/2015 2:40,16.06
30/12/2015 2:45,16.13
30/12/2015 2:50,15.98
30/12/2015 2:55,15.94
30/12/2015 3:00,15.58
30/12/2015 3:05,15.53
30/12/2015 3:10,15.36
30/12/2015 3:15,15.22
30/12/2015 3:20,15.25
30/12/2015 3:25,15.13
30/12/2015 3:30,14.87
30/12/2015 3:35,14.89
30/12/2015 3:40,14.37
30/12/2015 3:45,13.99
30/12/2015 3:50,13.88
30/12/2015 3:55,13.89
30/12/2015 4:00,13.63
30/12/2015 4:05,13.58
30/12/2015 4:10,13.26
30/12/2015 4:15,12.96
30/12/2015 4:20,12.56
30/12/2015 4:25,12.3
30/12/2015 4:30,12.36
30/12/2015 4:35,12.17
30/12/2015 4:40,11.92
30/12/2015 4:45,11.87
30/12/2015 4:50,11.92
30/12/2015 5:00,11.65
30/12/2015 5:05,11.47
30/12/2015 5:10,11.41
30/12/2015 5:15,11.43
30/12/2015 5:20,11.43
30/12/2015 5:25,11.32
30/12/2015 5:30,11.23
30/12/2015 5:35,11.2
30/12/2015 5:40,11.04
30/12/2015 5:45,10.98
30/12/2015 5:50,10.96
30/12/2015 5:55,10.95
30/12/2015 6:00,10.93
30/12/2015 6:05,11
30/12/2015 6:10,11.24
30/12/2015 6:15,11.31
30/12/2015 6:20,11.87
30/12/2015 6:25,12.76
30/12/2015 6:30,13.41
30/12/2015 6:35,13.95
30/12/2015 6:40,14.5
30/12/2015 6:45,15.05
30/12/2015 6:50,15.61
30/12/2015 6:55,16.1
30/12/2015 7:00,16.55
30/12/2015 7:05,16.94
30/12/2015 7:10,17.6
30/12/2015 7:15,18.14
30/12/2015 7:20,18.6
30/12/2015 7:25,18.98
30/12/2015 7:30,19.51
30/12/2015 7:35,20.17
30/12/2015 7:40,20.75
30/12/2015 7:45,21.34
30/12/2015 7:50,21.99
30/12/2015 7:55,22.36
30/12/2015 8:00,23.15
30/12/2015 8:05,23.48
30/12/2015 8:10,23.85
30/12/2015 8:15,24.1
30/12/2015 8:20,24.67
30/12/2015 8:25,25.7
30/12/2015 8:30,26.2
30/12/2015 8:35,26.7
30/12/2015 8:40,27.48
30/12/2015 8:45,28.49
30/12/2015 8:50,29.12
30/12/2015 8:55,29.37
30/12/2015 9:00,29.91
30/12/2015 9:05,30.92
30/12/2015 9:10,31.08
30/12/2015 9:15,31.64
30/12/2015 9:20,32.4
30/12/2015 9:25,32.81
30/12/2015 9:30,33.24
30/12/2015 9:35,33.84
30/12/2015 9:40,33.53
30/12/2015 9:45,34.41
30/12/2015 9:50,34.88
30/12/2015 9:55,36.2
30/12/2015 10:00,36.37
30/12/2015 10:05,36.95
30/12/2015 10:10,38.9
30/12/2015 10:15,38.5
30/12/2015 10:20,39.66
30/12/2015 10:25,40.42
30/12/2015 10:30,40.16
30/12/2015 10:35,40.76
30/12/2015 10:40,39.69
30/12/2015 10:45,40.96
30/12/2015 10:50,41.26
30/12/2015 10:55,42.37
30/12/2015 11:00,42.19
30/12/2015 11:05,38.96
30/12/2015 11:10,41.17
30/12/2015 11:15,42.36
30/12/2015 11:20,43.41
30/12/2015 11:25,44.87
30/12/2015 11:30,43.41
30/12/2015 11:35,43.15
30/12/2015 11:40,45.6
30/12/2015 11:45,46.32
30/12/2015 11:50,46.29
30/12/2015 11:55,45.99
30/12/2015 12:00,44.01
30/12/2015 12:05,45.18
30/12/2015 12:10,45.86
30/12/2015 12:15,46.5
30/12/2015 12:20,46.54
30/12/2015 12:25,46.55
30/12/2015 12:30,47.53
30/12/2015 12:35,49.37
30/12/2015 12:40,47.13
30/12/2015 12:45,46.06
30/12/2015 12:50,47.55
30/12/2015 12:55,49.92
30/12/2015 13:00,48.06
30/12/2015 13:05,47.18
30/12/2015 13:10,48.25
30/12/2015 13:15,49.78
30/12/2015 13:20,50.16
30/12/2015 13:25,49.95
30/12/2015 13:30,48.52
30/12/2015 13:35,48.32
30/12/2015 13:40,47.03
30/12/2015 13:45,46.48
30/12/2015 13:50,42.17
30/12/2015 13:55,45.43
30/12/2015 14:00,49.02
30/12/2015 14:05,47.98
30/12/2015 14:10,49.11
30/12/2015 14:15,48.68
30/12/2015 14:20,48.51
30/12/2015 14:25,50.22
30/12/2015 14:30,49.42
30/12/2015 14:35,50.12
30/12/2015 14:40,48.6
30/12/2015 14:45,49.12
30/12/2015 14:50,48.14
30/12/2015 14:55,47.18
30/12/2015 15:00,47.2
30/12/2015 15:05,48.04
30/12/2015 15:10,49.65
30/12/2015 15:15,47.64
30/12/2015 15:20,48.33
30/12/2015 15:25,47.57
30/12/2015 15:30,48.03
30/12/2015 15:35,45.94
30/12/2015 15:40,44.47
30/12/2015 15:45,47.23
30/12/2015 15:50,48.71
30/12/2015 15:55,46.4
30/12/2015 16:00,45.44
30/12/2015 16:05,45.05
30/12/2015 16:10,42.89
30/12/2015 16:15,44.37
30/12/2015 16:20,45.58
30/12/2015 16:25,42.51
30/12/2015 16:30,42.14
30/12/2015 16:35,40.89
30/12/2015 16:40,39.58
30/12/2015 16:45,40.42
30/12/2015 16:50,39.64
30/12/2015 16:55,39.11
30/12/2015 17:00,39.88
30/12/2015 17:05,41.06
30/12/2015 17:15,41.81
30/12/2015 17:20,41.19
30/12/2015 17:25,37.78
30/12/2015 17:30,37.32
30/12/2015 17:35,35.05
30/12/2015 17:40,34.28
30/12/2015 17:45,34.19
30/12/2015 17:50,35.11
30/12/2015 17:55,35.65
30/12/2015 18:00,35.11
30/12/2015 18:05,36.19
30/12/2015 18:15,32.56
30/12/2015 18:20,32.89
30/12/2015 18:30,34.09
30/12/2015 18:35,34.08
30/12/2015 18:40,33.44
30/12/2015 18:45,33.34
30/12/2015 18:50,33.11
30/12/2015 19:00,32.52
30/12/2015 19:05,32.19
30/12/2015 19:15,30.04
30/12/2015 19:20,28.97
30/12/2015 19:30,27.94
30/12/2015 19:35,27.61
30/12/2015 19:40,27.31
30/12/2015 19:45,26.9
30/12/2015 19:50,26.43
30/12/2015 19:55,26.27
30/12/2015 20:00,26.14
30/12/2015 20:05,25.83
30/12/2015 20:10,25.5
30/12/2015 20:15,25.59
30/12/2015 20:20,25.24
30/12/2015 20:25,25.09
30/12/2015 20:30,25.11
30/12/2015 20:35,24.66
30/12/2015 20:40,24.68
30/12/2015 20:45,24.42
30/12/2015 20:50,24.29
30/12/2015 20:55,23.86
30/12/2015 21:00,23.92
30/12/2015 21:05,23.81
30/12/2015 21:10,23.47
30/12/2015 21:15,23.17
30/12/2015 21:20,23.27
30/12/2015 21:25,23.35
30/12/2015 21:30,23.45
30/12/2015 21:35,23.69
30/12/2015 21:40,23.72
30/12/2015 21:45,23.48
30/12/2015 21:50,23.18
30/12/2015 21:55,23.47
30/12/2015 22:00,23.55
30/12/2015 22:05,23.49
30/12/2015 22:10,23.44
30/12/2015 22:15,23.37
30/12/2015 22:20,23.37
30/12/2015 22:25,23.21
30/12/2015 22:30,23.16
30/12/2015 22:35,22.9
30/12/2015 22:40,22.7
30/12/2015 22:45,22.66
30/12/2015 22:50,22.57
30/12/2015 22:55,22.53
30/12/2015 23:00,22.44
30/12/2015 23:05,22.27
30/12/2015 23:10,22.29
30/12/2015 23:15,22.31
30/12/2015 23:20,22.16
30/12/2015 23:25,21.93
30/12/2015 23:30,21.85
30/12/2015 23:35,21.87
30/12/2015 23:40,21.77
30/12/2015 23:45,21.63
30/12/2015 23:50,21.37
30/12/2015 23:55,21.23
31/12/2015 0:00,21.2
31/12/2015 0:05,20.96
31/12/2015 0:10,20.77
31/12/2015 0:15,20.76
31/12/2015 0:20,20.66
31/12/2015 0:25,20.59
31/12/2015 0:30,20.39
31/12/2015 0:35,20.42
31/12/2015 0:40,20.09
31/12/2015 0:45,19.87
31/12/2015 0:50,19.63
31/12/2015 0:55,19.51
31/12/2015 1:00,19.37
31/12/2015 1:05,19.18
31/12/2015 1:10,19.14
31/12/2015 1:15,18.94
31/12/2015 1:20,18.7
31/12/2015 1:25,18.59
31/12/2015 1:30,18.42
31/12/2015 1:35,18.09
31/12/2015 1:40,17.76
31/12/2015 1:45,17.67
31/12/2015 1:50,17.65
31/12/2015 1:55,17.62
31/12/2015 2:00,17.46
31/12/2015 2:05,17.3
31/12/2015 2:10,17.29
31/12/2015 2:15,17.2
31/12/2015 2:20,17.13
31/12/2015 2:25,17
31/12/2015 2:30,17.04
31/12/2015 2:35,17.39
31/12/2015 2:40,17.99
31/12/2015 2:45,18.14
31/12/2015 2:50,18.56
31/12/2015 2:55,18.67
31/12/2015 3:00,18.62
31/12/2015 3:05,18.59
31/12/2015 3:10,18.34
31/12/2015 3:15,18.11
31/12/2015 3:20,17.71
31/12/2015 3:25,17.28
31/12/2015 3:30,17.12
31/12/2015 3:35,17.05
31/12/2015 3:40,16.96
31/12/2015 3:45,16.8
31/12/2015 3:50,16.87
31/12/2015 3:55,16.76
31/12/2015 4:00,16.43
31/12/2015 4:05,16.33
31/12/2015 4:10,16.43
31/12/2015 4:15,16.39
31/12/2015 4:20,16.07
31/12/2015 4:25,16.05
31/12/2015 4:30,16.52
31/12/2015 4:35,16.49
31/12/2015 4:40,16.59
31/12/2015 4:45,16.61
31/12/2015 4:50,16.7
31/12/2015 4:55,16.47
31/12/2015 5:00,16.48
31/12/2015 5:05,16.15
31/12/2015 5:10,15.59
31/12/2015 5:15,15.45
31/12/2015 5:20,15.23
31/12/2015 5:25,15.25
31/12/2015 5:30,15.28
31/12/2015 5:35,15.26
31/12/2015 5:40,15.31
31/12/2015 5:45,15.23
31/12/2015 5:50,15.1
31/12/2015 5:55,14.96
31/12/2015 6:00,14.82
31/12/2015 6:05,14.56
31/12/2015 6:10,14.6
31/12/2015 6:15,14.59
31/12/2015 6:20,14.89
31/12/2015 6:25,14.98
31/12/2015 6:30,15.32
31/12/2015 6:35,15.52
31/12/2015 6:40,15.68
31/12/2015 6:45,15.91
31/12/2015 6:50,15.87
31/12/2015 6:55,15.91
31/12/2015 7:00,16.11
31/12/2015 7:05,18.03
31/12/2015 7:10,19.72
31/12/2015 7:15,20.59
31/12/2015 7:20,20.31
31/12/2015 7:25,19.81
31/12/2015 7:30,19.65
31/12/2015 7:35,19.59
31/12/2015 7:40,21
31/12/2015 7:45,22.9
31/12/2015 7:50,23.71
31/12/2015 7:55,24.71
31/12/2015 8:00,25.57
31/12/2015 8:05,25.93
31/12/2015 8:10,26.36
31/12/2015 8:15,26.61
31/12/2015 8:20,27.2
31/12/2015 8:25,28.02
31/12/2015 8:30,28.95
31/12/2015 8:35,29.86
31/12/2015 8:40,30.31
31/12/2015 8:45,31.91
31/12/2015 8:50,31.8
31/12/2015 8:55,32.12
31/12/2015 9:00,32.71
31/12/2015 9:05,34.07
31/12/2015 9:15,34.79
31/12/2015 9:20,34.79
31/12/2015 9:25,35.09
31/12/2015 9:30,35.92
31/12/2015 9:35,34.36
31/12/2015 9:40,34.1
31/12/2015 9:45,34.82
31/12/2015 9:50,36.38
31/12/2015 9:55,37.34
31/12/2015 10:00,37.93
31/12/2015 10:05,39.55
31/12/2015 10:15,38.12
31/12/2015 10:20,41.61
31/12/2015 10:25,41.04
31/12/2015 10:30,40.74
31/12/2015 10:35,41.02
31/12/2015 10:40,41.75
31/12/2015 10:45,42.11
31/12/2015 10:50,42.47
31/12/2015 10:55,43.43
31/12/2015 11:00,43.1
31/12/2015 11:05,42.91
31/12/2015 11:10,41.94
31/12/2015 11:15,42.67
31/12/2015 11:20,43.99
31/12/2015 11:25,44.82
31/12/2015 11:30,44.12
31/12/2015 11:35,45.25
31/12/2015 11:40,46.25
31/12/2015 11:45,46.16
31/12/2015 11:50,46.27
31/12/2015 11:55,47.65
31/12/2015 12:00,47.23
31/12/2015 12:05,47.81
31/12/2015 12:10,47.65
31/12/2015 12:15,47.38
31/12/2015 12:20,47.06
31/12/2015 12:25,48.74
31/12/2015 12:30,49.78
31/12/2015 12:35,48.5
31/12/2015 12:40,49.89
31/12/2015 12:45,48.87
31/12/2015 12:50,47.45
31/12/2015 12:55,48.07
31/12/2015 13:00,48.15
31/12/2015 13:05,47.6
31/12/2015 13:10,49.02
31/12/2015 13:15,49.69
31/12/2015 13:20,48.95
31/12/2015 13:25,49.72
31/12/2015 13:30,49.82
31/12/2015 13:35,49.96
31/12/2015 13:40,49.34
31/12/2015 13:45,48.39
31/12/2015 13:50,49.1
31/12/2015 14:00,51.38
31/12/2015 14:05,49.15
31/12/2015 14:10,50.78
31/12/2015 14:15,51.1
31/12/2015 14:20,51.17
31/12/2015 14:25,51.7
31/12/2015 14:30,50
31/12/2015 14:35,49.17
31/12/2015 14:40,49.85
31/12/2015 14:45,48.16
31/12/2015 14:50,46.92
31/12/2015 14:55,45.8
31/12/2015 15:00,42.91
31/12/2015 15:10,48.96
31/12/2015 15:15,50.97
31/12/2015 15:20,49.66
31/12/2015 15:25,49.02
31/12/2015 15:35,48.73
31/12/2015 15:40,48.72
31/12/2015 15:55,48.08
31/12/2015 16:00,48.69
31/12/2015 16:20,47.89
31/12/2015 16:25,47.47
31/12/2015 16:35,46.85
31/12/2015 16:40,45.5
31/12/2015 16:50,45.58
31/12/2015 16:55,45.26
31/12/2015 17:00,46.25
31/12/2015 17:05,44.21
31/12/2015 17:10,43.73
31/12/2015 17:15,45.2
31/12/2015 17:20,45.65
31/12/2015 17:25,45.71
31/12/2015 17:30,43.21
31/12/2015 17:35,43.62
31/12/2015 17:40,42.58
31/12/2015 17:45,40.94
31/12/2015 17:50,41.37
31/12/2015 17:55,41.6
31/12/2015 18:00,40.21
31/12/2015 18:05,40.44
31/12/2015 18:10,41.04
31/12/2015 18:15,40.6
31/12/2015 18:20,39.58
31/12/2015 18:25,38.93
31/12/2015 18:30,36.96
31/12/2015 18:35,34.65
31/12/2015 18:40,35.03
31/12/2015 18:45,33.09
31/12/2015 18:50,33.08
31/12/2015 18:55,32.69
31/12/2015 19:00,32.91
31/12/2015 19:05,33.37
31/12/2015 19:10,33
31/12/2015 19:15,32.05
31/12/2015 19:20,31.32
31/12/2015 19:25,31.18
31/12/2015 19:30,29.98
31/12/2015 19:35,29.55
31/12/2015 19:40,28.7
31/12/2015 19:45,28.4
31/12/2015 19:50,28.23
31/12/2015 19:55,27.67
31/12/2015 20:00,27.13
31/12/2015 20:05,26.98
31/12/2015 20:15,26.12
31/12/2015 20:20,25.8
31/12/2015 20:25,25.56
31/12/2015 20:30,25.28
31/12/2015 20:35,25.12
31/12/2015 20:40,25.07
31/12/2015 20:45,24.87
31/12/2015 20:50,24.67
31/12/2015 20:55,24.43
31/12/2015 21:00,24.23
31/12/2015 21:05,24.16
31/12/2015 21:10,24.21
31/12/2015 21:15,24.4
31/12/2015 21:20,24.54
31/12/2015 21:25,24.44
31/12/2015 21:30,25.1
31/12/2015 21:35,25.6
31/12/2015 21:40,25.93
31/12/2015 21:45,26.17
31/12/2015 21:50,26.12
31/12/2015 21:55,26.11
31/12/2015 22:00,26
31/12/2015 22:05,25.89
31/12/2015 22:10,26.22
31/12/2015 22:15,26.08
31/12/2015 22:20,26.26
31/12/2015 22:25,26.26
31/12/2015 22:30,26.3
31/12/2015 22:35,26.2
31/12/2015 22:40,26.13
31/12/2015 22:45,26.21
31/12/2015 22:50,26.14
31/12/2015 22:55,26.23
31/12/2015 23:00,26.24
31/12/2015 23:05,26.11
31/12/2015 23:10,26.05
31/12/2015 23:15,25.84
31/12/2015 23:20,25.76
31/12/2015 23:25,25.5
31/12/2015 23:30,25.51
31/12/2015 23:35,25.51
31/12/2015 23:40,25.27
31/12/2015 23:45,25.05
31/12/2015 23:50,25.12
31/12/2015 23:55,25.11
1/01/2016 0:00,24.97
1/01/2016 0:05,25.01
1/01/2016 0:10,24.86
1/01/2016 0:15,24.77
1/01/2016 0:20,24.7
1/01/2016 0:25,24.72
1/01/2016 0:30,24.62
1/01/2016 0:35,24.53
1/01/2016 0:40,24.39
1/01/2016 0:45,24.38
1/01/2016 0:50,24.14
1/01/2016 0:55,24.13
1/01/2016 1:00,23.86
1/01/2016 1:05,23.95
1/01/2016 1:10,23.65
1/01/2016 1:15,23.67
1/01/2016 1:20,23.57
1/01/2016 1:25,23.26
1/01/2016 1:30,23.04
1/01/2016 1:35,23.13
1/01/2016 1:40,23.08
1/01/2016 1:45,23.1
1/01/2016 1:50,23.05
1/01/2016 1:55,23.08
1/01/2016 2:00,22.87
1/01/2016 2:05,22.52
1/01/2016 2:10,22.62
1/01/2016 2:15,22.67
1/01/2016 2:20,22.39
1/01/2016 2:25,21.9
1/01/2016 2:30,21.78
1/01/2016 2:35,21.78
1/01/2016 2:40,21.66
1/01/2016 2:45,21.45
1/01/2016 2:50,21.15
1/01/2016 2:55,20.73
1/01/2016 3:00,20.72
1/01/2016 3:05,20.61
1/01/2016 3:15,20.21
1/01/2016 3:20,20.1
1/01/2016 3:25,20.05
1/01/2016 3:30,20.08
1/01/2016 3:35,20.02
1/01/2016 3:40,19.88
1/01/2016 3:45,19.76
1/01/2016 3:50,19.5
1/01/2016 3:55,19.33
1/01/2016 4:00,19.39
1/01/2016 4:05,19.21
1/01/2016 4:15,19
1/01/2016 4:20,18.87
1/01/2016 4:30,19.04
1/01/2016 4:35,18.5
1/01/2016 4:40,18.44
1/01/2016 4:45,18.34
1/01/2016 4:50,17.94
1/01/2016 4:55,17.9
1/01/2016 5:00,17.99
1/01/2016 5:05,18
1/01/2016 5:10,17.52
1/01/2016 5:15,17.16
1/01/2016 5:20,17.02
1/01/2016 5:25,16.85
1/01/2016 5:30,16.95
1/01/2016 5:35,16.65
1/01/2016 5:40,16.67
1/01/2016 5:45,16.62
1/01/2016 5:50,16.53
1/01/2016 5:55,16.48
1/01/2016 6:00,16.55
1/01/2016 6:05,16.48
1/01/2016 6:15,16.92
1/01/2016 6:20,17.26
1/01/2016 6:25,17.73
1/01/2016 6:30,18.35
1/01/2016 6:35,18.93
1/01/2016 6:40,19.36
1/01/2016 6:45,19.71
1/01/2016 6:50,20.26
1/01/2016 6:55,20.88
1/01/2016 7:00,21.43
1/01/2016 7:05,21.99
1/01/2016 7:10,22.57
1/01/2016 7:15,23.04
1/01/2016 7:20,23.42
1/01/2016 7:25,23.84
1/01/2016 7:30,24.16
1/01/2016 7:35,24.92
1/01/2016 7:40,25.22
1/01/2016 7:45,26.62
1/01/2016 7:50,26.47
1/01/2016 7:55,26.33
1/01/2016 8:00,26.96
1/01/2016 8:05,27.3
1/01/2016 8:10,27.97
1/01/2016 8:15,28.17
1/01/2016 8:20,28.85
1/01/2016 8:25,29.53
1/01/2016 8:30,29.82
1/01/2016 8:35,30.28
1/01/2016 8:40,30.73
1/01/2016 8:45,31.67
1/01/2016 8:50,31.73
1/01/2016 8:55,33.39
1/01/2016 9:00,34.14
1/01/2016 9:05,34.61
1/01/2016 9:10,35.09
1/01/2016 9:15,35.5
1/01/2016 9:20,35.74
1/01/2016 9:25,36.78
1/01/2016 9:30,36.78
1/01/2016 9:35,36.84
1/01/2016 9:40,36.78
1/01/2016 9:45,37.2
1/01/2016 9:55,39.4
1/01/2016 10:00,40.32
1/01/2016 10:05,41.31
1/01/2016 10:10,41.2
1/01/2016 10:15,42.45
1/01/2016 10:20,42.9
1/01/2016 10:25,44.06
1/01/2016 10:30,43.98
1/01/2016 10:35,45.16
1/01/2016 10:40,46.28
1/01/2016 10:45,46.06
1/01/2016 10:50,46.19
1/01/2016 10:55,45.97
1/01/2016 11:00,47.16
1/01/2016 11:05,46.81
1/01/2016 11:10,48.46
1/01/2016 11:15,49.25
1/01/2016 11:20,49.57
1/01/2016 11:25,48.51
1/01/2016 11:30,49.08
1/01/2016 11:35,49.93
1/01/2016 11:40,50.85
1/01/2016 11:45,50.39
1/01/2016 11:50,51.85
1/01/2016 11:55,52.12
1/01/2016 12:00,51.18
1/01/2016 12:05,51.27
1/01/2016 12:10,49.17
1/01/2016 12:15,48.27
1/01/2016 12:20,50.9
1/01/2016 12:25,50.63
1/01/2016 12:30,50.81
1/01/2016 12:35,51.37
1/01/2016 12:40,51.04
1/01/2016 12:45,52.75
1/01/2016 12:50,52.65
1/01/2016 12:55,53.29
1/01/2016 13:00,51.78
1/01/2016 13:05,52.35
1/01/2016 13:10,53.68
1/01/2016 13:15,55.04
1/01/2016 13:20,52.63
1/01/2016 13:25,52.84
1/01/2016 13:30,54.15
1/01/2016 13:35,56.77
1/01/2016 13:40,57.23
1/01/2016 13:45,55.87
1/01/2016 13:50,57.49
1/01/2016 13:55,58.54
1/01/2016 14:00,59.79
1/01/2016 14:05,57.25
1/01/2016 14:10,52.94
1/01/2016 14:15,53.06
1/01/2016 14:20,53.19
1/01/2016 14:25,48.42
1/01/2016 14:30,51.04
1/01/2016 14:35,47.68
1/01/2016 14:40,48.44
1/01/2016 14:45,53.61
1/01/2016 14:50,49.67
1/01/2016 14:55,49.4
1/01/2016 15:00,47.59
1/01/2016 15:05,46.86
1/01/2016 15:10,47.33
1/01/2016 15:15,49.57
1/01/2016 15:20,48.54
1/01/2016 15:25,49.14
1/01/2016 15:30,50.32
1/01/2016 15:35,48.21
1/01/2016 15:40,46.26
1/01/2016 15:45,46.64
1/01/2016 15:50,47.65
1/01/2016 15:55,49.59
1/01/2016 16:00,48.07
1/01/2016 16:05,44.73
1/01/2016 16:10,42.84
1/01/2016 16:15,41.76
1/01/2016 16:20,43.06
1/01/2016 16:25,42.15
1/01/2016 16:30,42.99
1/01/2016 16:35,44.03
1/01/2016 16:40,44.64
1/01/2016 16:45,44.63
1/01/2016 16:50,43.67
1/01/2016 16:55,43.39
1/01/2016 17:00,42.72
1/01/2016 17:05,42.84
1/01/2016 17:10,42.92
1/01/2016 17:15,41.84
1/01/2016 17:20,42.16
1/01/2016 17:25,41.17
1/01/2016 17:30,40.07
1/01/2016 17:35,38.72
1/01/2016 17:40,38.05
1/01/2016 17:45,37.07
1/01/2016 17:50,36.86
1/01/2016 17:55,36.14
1/01/2016 18:00,36.01
1/01/2016 18:05,35.77
1/01/2016 18:10,35.3
1/01/2016 18:15,35.05
1/01/2016 18:20,34.56
1/01/2016 18:25,34.4
1/01/2016 18:30,34.05
1/01/2016 18:35,33.88
1/01/2016 18:40,33.63
1/01/2016 18:45,33.24
1/01/2016 18:50,33.03
1/01/2016 18:55,32.84
1/01/2016 19:00,32.38
1/01/2016 19:05,31.88
1/01/2016 19:10,31.57
1/01/2016 19:15,31.24
1/01/2016 19:20,30.97
1/01/2016 19:25,30.69
1/01/2016 19:30,30.43
1/01/2016 19:35,30.09
1/01/2016 19:40,29.7
1/01/2016 19:45,29.37
1/01/2016 19:50,29.08
1/01/2016 19:55,28.85
1/01/2016 20:00,28.55
1/01/2016 20:05,28.28
1/01/2016 20:10,28.08
1/01/2016 20:15,27.97
1/01/2016 20:20,27.75
1/01/2016 20:25,27.45
1/01/2016 20:30,27.07
1/01/2016 20:35,26.64
1/01/2016 20:40,26.39
1/01/2016 20:45,26.23
1/01/2016 20:50,26.15
1/01/2016 20:55,26.16
1/01/2016 21:00,26.22
1/01/2016 21:05,26.25
1/01/2016 21:10,26.33
1/01/2016 21:15,26.39
1/01/2016 21:20,26.38
1/01/2016 21:25,26.36
1/01/2016 21:30,26.28
1/01/2016 21:35,26.2
1/01/2016 21:40,26.2
1/01/2016 21:45,26.33
1/01/2016 21:50,26.31
1/01/2016 21:55,26.16
1/01/2016 22:00,26.07
1/01/2016 22:05,25.93
