,Canopytemp
Datetime,
22/12/2015 9:55,35.65
22/12/2015 10:00,34.98
22/12/2015 10:05,34.44
22/12/2015 10:10,33.97
22/12/2015 10:15,34.36
22/12/2015 10:20,33.87
22/12/2015 10:25,33.85
22/12/2015 10:30,34.69
22/12/2015 10:35,33.07
22/12/2015 10:40,31.19
22/12/2015 10:45,30.5
22/12/2015 10:50,32.68
22/12/2015 10:55,32.66
22/12/2015 11:00,32.49
22/12/2015 11:05,32.83
22/12/2015 11:10,32.65
22/12/2015 11:15,32.61
22/12/2015 11:20,31.6
22/12/2015 11:25,31.37
22/12/2015 11:30,30.74
22/12/2015 11:35,30.18
22/12/2015 11:40,30.43
22/12/2015 11:45,29.83
22/12/2015 11:50,28.71
22/12/2015 11:55,28.3
22/12/2015 12:00,28.83
22/12/2015 12:05,29.11
22/12/2015 12:15,30.18
22/12/2015 12:20,29.84
22/12/2015 12:30,30.25
22/12/2015 12:35,29.07
22/12/2015 12:40,29.08
22/12/2015 12:45,28.72
22/12/2015 12:50,29.79
22/12/2015 12:55,30.29
22/12/2015 13:00,30.12
22/12/2015 13:05,28.74
22/12/2015 13:10,29.06
22/12/2015 13:15,28.52
22/12/2015 13:20,28.13
22/12/2015 13:25,28.85
22/12/2015 13:30,28.5
22/12/2015 13:35,28.55
22/12/2015 13:40,28.53
22/12/2015 13:45,28.88
22/12/2015 13:50,29.24
22/12/2015 14:00,28.6
22/12/2015 14:05,28.05
22/12/2015 14:15,28.15
22/12/2015 14:20,28.05
22/12/2015 14:25,27.7
22/12/2015 14:30,27.85
22/12/2015 14:35,26.94
22/12/2015 14:40,26.79
22/12/2015 14:45,26.88
22/12/2015 14:50,26.66
22/12/2015 14:55,26.6
22/12/2015 15:00,24.88
22/12/2015 15:05,24.57
22/12/2015 15:10,23.63
22/12/2015 15:15,23.7
22/12/2015 15:20,23.47
22/12/2015 15:25,23.74
22/12/2015 15:30,23.73
22/12/2015 15:35,23.96
22/12/2015 15:40,24.21
22/12/2015 15:45,24.76
22/12/2015 15:50,25.17
22/12/2015 16:00,24.38
22/12/2015 16:05,24.07
22/12/2015 16:10,23.51
22/12/2015 16:15,23.68
22/12/2015 16:20,24.22
22/12/2015 16:25,24.21
22/12/2015 16:30,24.25
22/12/2015 16:35,24.59
22/12/2015 16:40,24.87
22/12/2015 16:45,24.75
22/12/2015 16:50,24.33
22/12/2015 16:55,24.38
22/12/2015 17:00,24.29
22/12/2015 17:05,24.06
22/12/2015 17:10,23.87
22/12/2015 17:15,23.88
22/12/2015 17:20,23.79
22/12/2015 17:25,23.8
22/12/2015 17:30,24.13
22/12/2015 17:35,24.69
22/12/2015 17:40,24.64
22/12/2015 17:45,23.88
22/12/2015 17:50,23.85
22/12/2015 17:55,23.54
22/12/2015 18:00,23.25
22/12/2015 18:05,23.13
22/12/2015 18:10,23.29
22/12/2015 18:15,22.65
22/12/2015 18:20,22.56
22/12/2015 18:25,22.42
22/12/2015 18:30,22.21
22/12/2015 18:35,22.29
22/12/2015 18:40,21.91
22/12/2015 18:45,21.79
22/12/2015 18:50,21.74
22/12/2015 18:55,21.68
22/12/2015 19:00,21.56
22/12/2015 19:05,21.54
22/12/2015 19:10,21.53
22/12/2015 19:15,21.28
22/12/2015 19:20,21.08
22/12/2015 19:25,20.94
22/12/2015 19:30,20.84
22/12/2015 19:35,20.61
22/12/2015 19:40,20.5
22/12/2015 19:45,20.3
22/12/2015 19:50,20.37
22/12/2015 19:55,20.27
22/12/2015 20:00,20.2
22/12/2015 20:05,20.1
22/12/2015 20:10,20.04
22/12/2015 20:15,20.02
22/12/2015 20:20,20.08
22/12/2015 20:25,20.1
22/12/2015 20:30,20.07
22/12/2015 20:35,20.07
22/12/2015 20:40,20.07
22/12/2015 20:45,20.09
22/12/2015 20:50,20.06
22/12/2015 20:55,20.08
22/12/2015 21:00,20.11
22/12/2015 21:05,20.04
22/12/2015 21:10,19.97
22/12/2015 21:15,19.95
22/12/2015 21:20,19.96
22/12/2015 21:25,19.95
22/12/2015 21:30,19.96
22/12/2015 21:35,20
22/12/2015 21:40,19.98
22/12/2015 21:45,20.06
22/12/2015 21:50,20.05
22/12/2015 21:55,19.96
22/12/2015 22:00,19.97
22/12/2015 22:05,19.91
22/12/2015 22:10,19.89
22/12/2015 22:15,19.87
22/12/2015 22:20,19.99
22/12/2015 22:25,19.99
22/12/2015 22:30,20.03
22/12/2015 22:35,20
22/12/2015 22:40,19.93
22/12/2015 22:45,19.83
22/12/2015 22:50,19.89
22/12/2015 22:55,19.88
22/12/2015 23:00,19.97
22/12/2015 23:05,20.02
22/12/2015 23:10,20.07
22/12/2015 23:15,20.12
22/12/2015 23:20,20.14
22/12/2015 23:25,20.06
22/12/2015 23:30,20.1
22/12/2015 23:35,20.07
22/12/2015 23:40,20.04
22/12/2015 23:45,20
22/12/2015 23:50,19.99
23/12/2015 0:00,19.96
23/12/2015 0:05,19.88
23/12/2015 0:10,19.69
23/12/2015 0:15,19.64
23/12/2015 0:20,19.69
23/12/2015 0:25,19.76
23/12/2015 0:30,19.87
23/12/2015 0:35,19.9
23/12/2015 0:40,19.98
23/12/2015 0:45,20.01
23/12/2015 0:50,20.07
23/12/2015 0:55,20.07
23/12/2015 1:00,20.1
23/12/2015 1:05,20.1
23/12/2015 1:10,20.17
23/12/2015 1:15,20.17
23/12/2015 1:20,20.09
23/12/2015 1:25,20.1
23/12/2015 1:30,20.12
23/12/2015 1:35,20.15
23/12/2015 1:40,20.08
23/12/2015 1:45,20.06
23/12/2015 1:50,20.11
23/12/2015 1:55,20.12
23/12/2015 2:00,20.12
23/12/2015 2:05,20.08
23/12/2015 2:15,20.08
23/12/2015 2:20,20.09
23/12/2015 2:25,20.08
23/12/2015 2:30,20.05
23/12/2015 2:35,19.98
23/12/2015 2:40,19.96
23/12/2015 2:45,19.88
23/12/2015 2:50,19.89
23/12/2015 3:00,19.84
23/12/2015 3:05,19.87
23/12/2015 3:15,19.72
23/12/2015 3:20,19.69
23/12/2015 3:30,19.69
23/12/2015 3:35,19.69
23/12/2015 3:40,19.63
23/12/2015 3:45,19.63
23/12/2015 3:50,19.57
23/12/2015 3:55,19.6
23/12/2015 4:00,19.61
23/12/2015 4:05,19.57
23/12/2015 4:15,19.57
23/12/2015 4:20,19.44
23/12/2015 4:30,19.44
23/12/2015 4:35,19.36
23/12/2015 4:40,19.3
23/12/2015 4:45,19.26
23/12/2015 4:50,19.29
23/12/2015 5:00,19.3
23/12/2015 5:05,19.26
23/12/2015 5:10,19.22
23/12/2015 5:15,19.29
23/12/2015 5:20,19.23
23/12/2015 5:25,19.2
23/12/2015 5:30,19.18
23/12/2015 5:35,19.07
23/12/2015 5:40,19.02
23/12/2015 5:45,19.02
23/12/2015 5:50,18.92
23/12/2015 5:55,18.82
23/12/2015 6:00,18.84
23/12/2015 6:05,18.9
23/12/2015 6:10,18.95
23/12/2015 6:15,18.93
23/12/2015 6:20,19.05
23/12/2015 6:25,19.14
23/12/2015 6:30,19.17
23/12/2015 6:35,19.14
23/12/2015 6:40,18.95
23/12/2015 6:45,18.82
23/12/2015 6:50,18.86
23/12/2015 7:00,18.96
23/12/2015 7:05,19.01
23/12/2015 7:10,19.27
23/12/2015 7:15,19.19
23/12/2015 7:20,19.86
23/12/2015 7:25,20.65
23/12/2015 7:30,21.05
23/12/2015 7:35,21.59
23/12/2015 7:40,21.95
23/12/2015 7:45,21.89
23/12/2015 7:50,22.45
23/12/2015 7:55,22.64
23/12/2015 8:00,22.78
23/12/2015 8:05,23.03
23/12/2015 8:10,23.44
23/12/2015 8:15,23.54
23/12/2015 8:20,23.73
23/12/2015 8:25,24.19
23/12/2015 8:30,24.98
23/12/2015 8:35,24.59
23/12/2015 8:45,25.77
23/12/2015 8:50,25.36
23/12/2015 8:55,26.18
23/12/2015 9:00,26.14
23/12/2015 9:05,25.52
23/12/2015 9:10,26.76
23/12/2015 9:15,26.16
23/12/2015 9:20,25.37
23/12/2015 9:25,27.44
23/12/2015 9:30,25.82
23/12/2015 9:35,27.38
23/12/2015 9:40,26.64
23/12/2015 9:45,26.05
23/12/2015 9:50,26.15
23/12/2015 9:55,28.34
23/12/2015 10:00,26.41
23/12/2015 10:05,26.16
23/12/2015 10:10,27.28
23/12/2015 10:15,26.65
23/12/2015 10:20,28.51
23/12/2015 10:25,27.8
23/12/2015 10:30,27.51
23/12/2015 10:35,27.48
23/12/2015 10:40,27.82
23/12/2015 10:45,27.21
23/12/2015 10:50,28.07
23/12/2015 10:55,28.47
23/12/2015 11:00,27.91
23/12/2015 11:05,27.39
23/12/2015 11:10,28.03
23/12/2015 11:15,28.14
23/12/2015 11:20,28.53
23/12/2015 11:25,27.76
23/12/2015 11:30,27.79
23/12/2015 11:35,28.24
23/12/2015 11:40,28.99
23/12/2015 11:45,28.76
23/12/2015 11:50,28.83
23/12/2015 11:55,30.13
23/12/2015 12:00,30.14
23/12/2015 12:05,29.02
23/12/2015 12:10,28.92
23/12/2015 12:15,27.63
23/12/2015 12:20,27.14
23/12/2015 12:25,27.59
23/12/2015 12:30,26.52
23/12/2015 12:35,25.76
23/12/2015 12:40,25.52
23/12/2015 12:45,25.84
23/12/2015 12:50,26.36
23/12/2015 12:55,26.85
23/12/2015 13:00,29.34
23/12/2015 13:05,30.99
23/12/2015 13:10,30.16
23/12/2015 13:15,31.31
23/12/2015 13:20,30.52
23/12/2015 13:25,29.36
23/12/2015 13:30,31.29
23/12/2015 13:35,29.7
23/12/2015 13:40,28.65
23/12/2015 13:45,29.73
23/12/2015 13:50,28.62
23/12/2015 13:55,27.96
23/12/2015 14:00,27.49
23/12/2015 14:05,28.03
23/12/2015 14:10,27.97
23/12/2015 14:15,28.19
23/12/2015 14:20,27.4
23/12/2015 14:25,30.07
23/12/2015 14:30,32.92
23/12/2015 14:35,33.39
23/12/2015 14:40,33.53
23/12/2015 14:45,34.48
23/12/2015 14:50,34.33
23/12/2015 14:55,29.97
23/12/2015 15:00,29.02
23/12/2015 15:05,28.22
23/12/2015 15:10,27.56
23/12/2015 15:15,27.29
23/12/2015 15:20,30
23/12/2015 15:25,31.13
23/12/2015 15:30,28.25
23/12/2015 15:35,27.98
23/12/2015 15:40,30.09
23/12/2015 15:45,29.96
23/12/2015 15:50,28.54
23/12/2015 15:55,29.13
23/12/2015 16:00,28.85
23/12/2015 16:05,28.36
23/12/2015 16:10,28.28
23/12/2015 16:15,28.27
23/12/2015 16:20,27.21
23/12/2015 16:25,27.62
23/12/2015 16:30,27.49
23/12/2015 16:35,27.37
23/12/2015 16:40,26.4
23/12/2015 16:45,26.93
23/12/2015 16:50,26.68
23/12/2015 16:55,27.16
23/12/2015 17:00,26.27
23/12/2015 17:05,26.62
23/12/2015 17:10,26.73
23/12/2015 17:15,27.06
23/12/2015 17:20,26.94
23/12/2015 17:25,26.54
23/12/2015 17:30,26.12
23/12/2015 17:35,26.29
23/12/2015 17:40,26.02
23/12/2015 17:45,25.95
23/12/2015 17:50,25.11
23/12/2015 17:55,24.72
23/12/2015 18:00,23.87
23/12/2015 18:05,24.08
23/12/2015 18:10,24.83
23/12/2015 18:15,24.88
23/12/2015 18:20,24.42
23/12/2015 18:25,23.97
23/12/2015 18:30,23.44
23/12/2015 18:35,23.8
23/12/2015 18:40,23.1
23/12/2015 18:45,23.3
23/12/2015 18:50,23.32
23/12/2015 18:55,23.31
23/12/2015 19:00,22.55
23/12/2015 19:05,22.22
23/12/2015 19:10,21.97
23/12/2015 19:15,21.99
23/12/2015 19:20,21.91
23/12/2015 19:25,21.88
23/12/2015 19:30,21.67
23/12/2015 19:35,21.46
23/12/2015 19:40,21.5
23/12/2015 19:45,21.33
23/12/2015 19:50,21.22
23/12/2015 19:55,20.96
23/12/2015 20:00,20.84
23/12/2015 20:05,20.76
23/12/2015 20:10,20.65
23/12/2015 20:15,20.62
23/12/2015 20:20,20.51
23/12/2015 20:25,20.43
23/12/2015 20:30,20.36
23/12/2015 20:35,20.27
23/12/2015 20:40,20.22
23/12/2015 20:45,20.14
23/12/2015 20:50,20.01
23/12/2015 20:55,19.87
23/12/2015 21:00,19.74
23/12/2015 21:05,19.65
23/12/2015 21:10,19.6
23/12/2015 21:15,19.45
23/12/2015 21:20,19.39
23/12/2015 21:25,19.35
23/12/2015 21:30,19.27
23/12/2015 21:35,19.21
23/12/2015 21:40,19.19
23/12/2015 21:45,19.13
23/12/2015 21:50,19.08
23/12/2015 21:55,19.04
23/12/2015 22:00,19.03
23/12/2015 22:05,18.96
23/12/2015 22:10,18.95
23/12/2015 22:15,18.95
23/12/2015 22:20,18.88
23/12/2015 22:25,18.85
23/12/2015 22:30,18.79
23/12/2015 22:35,18.76
23/12/2015 22:40,18.67
23/12/2015 22:45,18.58
23/12/2015 22:50,18.49
23/12/2015 22:55,18.46
23/12/2015 23:00,18.45
23/12/2015 23:05,18.4
23/12/2015 23:10,18.38
23/12/2015 23:15,18.48
23/12/2015 23:20,18.56
23/12/2015 23:25,18.58
23/12/2015 23:30,18.67
23/12/2015 23:35,18.9
23/12/2015 23:40,18.95
23/12/2015 23:45,18.99
23/12/2015 23:50,19.01
24/12/2015 0:00,18.87
24/12/2015 0:05,18.7
24/12/2015 0:10,18.64
24/12/2015 0:15,18.56
24/12/2015 0:20,18.49
24/12/2015 0:25,18.45
24/12/2015 0:30,18.48
24/12/2015 0:35,18.54
24/12/2015 0:40,18.52
24/12/2015 0:45,18.42
24/12/2015 0:50,18.23
24/12/2015 0:55,18.17
24/12/2015 1:00,18.16
24/12/2015 1:05,18.3
24/12/2015 1:10,18.19
24/12/2015 1:15,18.01
24/12/2015 1:20,18.06
24/12/2015 1:25,18.28
24/12/2015 1:30,18.47
24/12/2015 1:35,18.59
24/12/2015 1:40,18.47
24/12/2015 1:45,18.49
24/12/2015 1:50,18.61
24/12/2015 1:55,18.66
24/12/2015 2:00,18.73
24/12/2015 2:05,18.84
24/12/2015 2:10,18.87
24/12/2015 2:15,18.78
24/12/2015 2:20,18.63
24/12/2015 2:25,18.66
24/12/2015 2:30,18.69
24/12/2015 2:35,18.74
24/12/2015 2:40,18.81
24/12/2015 2:45,18.69
24/12/2015 2:50,18.47
24/12/2015 2:55,18.24
24/12/2015 3:00,18.14
24/12/2015 3:05,17.96
24/12/2015 3:10,17.78
24/12/2015 3:15,17.58
24/12/2015 3:20,17.54
24/12/2015 3:25,17.45
24/12/2015 3:30,17.35
24/12/2015 3:35,17.27
24/12/2015 3:40,17.27
24/12/2015 3:45,17.23
24/12/2015 3:50,17.26
24/12/2015 3:55,17.26
24/12/2015 4:00,17.23
24/12/2015 4:05,17.22
24/12/2015 4:10,17.12
24/12/2015 4:15,17.05
24/12/2015 4:20,16.95
24/12/2015 4:25,16.84
24/12/2015 4:30,16.82
24/12/2015 4:35,16.74
24/12/2015 4:40,16.74
24/12/2015 4:45,16.67
24/12/2015 4:50,16.63
24/12/2015 4:55,16.55
24/12/2015 5:00,16.53
24/12/2015 5:05,16.48
24/12/2015 5:10,16.44
24/12/2015 5:15,16.41
24/12/2015 5:20,16.37
24/12/2015 5:25,16.38
24/12/2015 5:30,16.39
24/12/2015 5:35,16.51
24/12/2015 5:40,16.52
24/12/2015 5:45,16.5
24/12/2015 5:50,16.42
24/12/2015 5:55,16.36
24/12/2015 6:00,16.45
24/12/2015 6:05,16.54
24/12/2015 6:10,16.76
24/12/2015 6:15,17.09
24/12/2015 6:20,17.43
24/12/2015 6:25,17.73
24/12/2015 6:30,17.86
24/12/2015 6:35,17.61
24/12/2015 6:40,17.5
24/12/2015 6:45,17.57
24/12/2015 6:50,17.65
24/12/2015 6:55,17.86
24/12/2015 7:00,18.62
24/12/2015 7:05,18.68
24/12/2015 7:10,18.8
24/12/2015 7:15,19.93
24/12/2015 7:20,20.29
24/12/2015 7:25,19.59
24/12/2015 7:30,19.68
24/12/2015 7:35,19.32
24/12/2015 7:40,20.41
24/12/2015 7:45,21.13
24/12/2015 7:50,21.05
24/12/2015 7:55,20.68
24/12/2015 8:00,21.76
24/12/2015 8:05,21.2
24/12/2015 8:10,21.01
24/12/2015 8:15,21.29
24/12/2015 8:20,21.33
24/12/2015 8:25,20.95
24/12/2015 8:30,20.52
24/12/2015 8:35,21.03
24/12/2015 8:40,20.67
24/12/2015 8:45,20.87
24/12/2015 8:50,20.91
24/12/2015 8:55,21.1
24/12/2015 9:00,21.49
24/12/2015 9:05,21.49
24/12/2015 9:10,21.35
24/12/2015 9:15,21.26
24/12/2015 9:20,21.09
24/12/2015 9:25,21.16
24/12/2015 9:30,21.73
24/12/2015 9:35,21.7
24/12/2015 9:40,21.91
24/12/2015 9:45,22.22
24/12/2015 9:50,22.3
24/12/2015 9:55,22.17
24/12/2015 10:00,22.31
24/12/2015 10:05,22.69
24/12/2015 10:10,22.73
24/12/2015 10:15,23.06
24/12/2015 10:20,23.04
24/12/2015 10:25,23.02
24/12/2015 10:30,24.11
24/12/2015 10:35,23.76
24/12/2015 10:40,23.15
24/12/2015 10:45,22.08
24/12/2015 10:50,22.01
24/12/2015 10:55,21.87
24/12/2015 11:00,21.75
24/12/2015 11:05,21.58
24/12/2015 11:10,21.49
24/12/2015 11:15,21.43
24/12/2015 11:20,21.34
24/12/2015 11:25,21.2
24/12/2015 11:30,20.98
24/12/2015 11:35,20.55
24/12/2015 11:40,20.76
24/12/2015 11:45,21.15
24/12/2015 11:50,21.51
24/12/2015 11:55,22.29
24/12/2015 12:00,27.44
24/12/2015 12:05,25.76
24/12/2015 12:10,31.23
24/12/2015 12:15,32.15
24/12/2015 12:20,31.96
24/12/2015 12:30,33.97
24/12/2015 12:35,33.49
24/12/2015 12:40,34.05
24/12/2015 12:45,33.99
24/12/2015 12:50,34.73
24/12/2015 12:55,34.15
24/12/2015 13:00,32.83
24/12/2015 13:05,30.44
24/12/2015 13:10,32.54
24/12/2015 13:15,32.03
24/12/2015 13:20,32.52
24/12/2015 13:25,32.8
24/12/2015 13:30,32.55
24/12/2015 13:35,33.19
24/12/2015 13:40,34.33
24/12/2015 13:45,33.7
24/12/2015 13:50,34.49
24/12/2015 14:00,32.45
24/12/2015 14:05,34.21
24/12/2015 14:10,33.29
24/12/2015 14:15,32.87
24/12/2015 14:20,33.56
24/12/2015 14:25,32.72
24/12/2015 14:30,32.65
24/12/2015 14:35,32.01
24/12/2015 14:40,32.01
24/12/2015 14:45,32.6
24/12/2015 14:50,31.67
24/12/2015 15:00,31.79
24/12/2015 15:05,32.55
24/12/2015 15:10,32.84
24/12/2015 15:15,32.05
24/12/2015 15:20,31.21
24/12/2015 15:25,31.91
24/12/2015 15:30,32.73
24/12/2015 15:35,31.95
24/12/2015 15:40,33.02
24/12/2015 15:45,32.07
24/12/2015 15:50,33.51
24/12/2015 15:55,32.49
24/12/2015 16:00,32.7
24/12/2015 16:05,29.71
24/12/2015 16:10,30.63
24/12/2015 16:15,30.78
24/12/2015 16:20,29.45
24/12/2015 16:25,29.29
24/12/2015 16:30,29.05
24/12/2015 16:35,28.73
24/12/2015 16:40,28.48
24/12/2015 16:45,27.98
24/12/2015 16:50,27.77
24/12/2015 17:00,27.81
24/12/2015 17:05,27.59
24/12/2015 17:10,27.09
24/12/2015 17:15,26.47
24/12/2015 17:20,26.34
24/12/2015 17:25,26.32
24/12/2015 17:30,26.38
24/12/2015 17:35,26.36
24/12/2015 17:40,25.91
24/12/2015 17:45,26.06
24/12/2015 17:50,25.89
24/12/2015 17:55,26.15
24/12/2015 18:00,25.71
24/12/2015 18:05,24.39
24/12/2015 18:10,25.02
24/12/2015 18:15,25.44
24/12/2015 18:20,25.61
24/12/2015 18:25,25.97
24/12/2015 18:30,25.85
24/12/2015 18:35,24.97
24/12/2015 18:40,25.12
24/12/2015 18:45,24.96
24/12/2015 18:50,24.88
24/12/2015 18:55,24.49
24/12/2015 19:00,24.08
24/12/2015 19:05,23.72
24/12/2015 19:10,23.53
24/12/2015 19:15,23.49
24/12/2015 19:20,23.1
24/12/2015 19:25,22.73
24/12/2015 19:30,22.23
24/12/2015 19:35,22.02
24/12/2015 19:40,21.92
24/12/2015 19:45,22.11
24/12/2015 19:50,21.99
24/12/2015 19:55,21.63
24/12/2015 20:00,21.29
24/12/2015 20:05,21.12
24/12/2015 20:10,21.16
24/12/2015 20:15,21.03
24/12/2015 20:20,20.88
24/12/2015 20:25,20.64
24/12/2015 20:30,20.54
24/12/2015 20:35,20.5
24/12/2015 20:40,20.53
24/12/2015 20:45,20.46
24/12/2015 20:50,20.44
24/12/2015 20:55,20.36
24/12/2015 21:00,20.58
24/12/2015 21:05,20.57
24/12/2015 21:10,20.75
24/12/2015 21:15,20.85
24/12/2015 21:20,20.82
24/12/2015 21:25,20.83
24/12/2015 21:30,20.71
24/12/2015 21:35,20.56
24/12/2015 21:40,20.47
24/12/2015 21:45,20.35
24/12/2015 21:50,20.31
24/12/2015 21:55,20.2
24/12/2015 22:00,19.88
24/12/2015 22:05,19.76
24/12/2015 22:10,19.68
24/12/2015 22:15,19.63
24/12/2015 22:20,19.65
24/12/2015 22:25,19.64
24/12/2015 22:30,19.76
24/12/2015 22:35,19.84
24/12/2015 22:40,19.71
24/12/2015 22:45,19.58
24/12/2015 22:50,19.56
24/12/2015 22:55,19.47
24/12/2015 23:00,19.53
24/12/2015 23:05,19.46
24/12/2015 23:10,19.49
24/12/2015 23:15,19.53
24/12/2015 23:20,19.51
24/12/2015 23:25,19.5
24/12/2015 23:30,19.36
24/12/2015 23:35,19.37
24/12/2015 23:40,19.46
24/12/2015 23:45,19.35
24/12/2015 23:50,19.24
24/12/2015 23:55,19.24
25/12/2015 0:00,19.05
25/12/2015 0:05,18.91
25/12/2015 0:10,18.77
25/12/2015 0:15,18.67
25/12/2015 0:20,18.61
25/12/2015 0:25,18.52
25/12/2015 0:30,18.48
25/12/2015 0:35,18.46
25/12/2015 0:40,18.41
25/12/2015 0:45,18.32
25/12/2015 0:50,18.18
25/12/2015 0:55,17.97
25/12/2015 1:00,17.91
25/12/2015 1:05,17.91
25/12/2015 1:10,17.82
25/12/2015 1:15,17.73
25/12/2015 1:20,17.69
25/12/2015 1:25,17.62
25/12/2015 1:30,17.55
25/12/2015 1:35,17.55
25/12/2015 1:40,17.51
25/12/2015 1:45,17.32
25/12/2015 1:50,17.32
25/12/2015 1:55,17.36
25/12/2015 2:00,17.11
25/12/2015 2:05,17.1
25/12/2015 2:10,17.08
25/12/2015 2:15,17
25/12/2015 2:20,16.89
25/12/2015 2:25,16.88
25/12/2015 2:30,16.8
25/12/2015 2:35,16.82
25/12/2015 2:40,16.77
25/12/2015 2:45,16.74
25/12/2015 2:50,16.69
25/12/2015 2:55,16.66
25/12/2015 3:00,16.55
25/12/2015 3:05,16.5
25/12/2015 3:10,16.42
25/12/2015 3:15,16.33
25/12/2015 3:20,16.25
25/12/2015 3:25,16.22
25/12/2015 3:30,16.1
25/12/2015 3:35,16.01
25/12/2015 3:40,15.96
25/12/2015 3:45,15.89
25/12/2015 3:50,15.89
25/12/2015 3:55,15.89
25/12/2015 4:00,15.81
25/12/2015 4:05,15.77
25/12/2015 4:10,15.69
25/12/2015 4:15,15.67
25/12/2015 4:20,15.64
25/12/2015 4:25,15.64
25/12/2015 4:30,15.59
25/12/2015 4:35,15.54
25/12/2015 4:40,15.53
25/12/2015 4:45,15.44
25/12/2015 4:50,15.49
25/12/2015 5:00,15.47
25/12/2015 5:05,15.46
25/12/2015 5:10,15.44
25/12/2015 5:15,15.41
25/12/2015 5:20,15.42
25/12/2015 5:30,15.33
25/12/2015 5:35,15.33
25/12/2015 5:40,15.35
25/12/2015 5:45,15.43
25/12/2015 5:50,15.45
25/12/2015 6:00,15.5
25/12/2015 6:05,15.53
25/12/2015 6:10,15.6
25/12/2015 6:15,15.79
25/12/2015 6:20,16.02
25/12/2015 6:25,16.29
25/12/2015 6:30,16.56
25/12/2015 6:35,16.83
25/12/2015 6:40,17.19
25/12/2015 6:45,17.43
25/12/2015 6:50,17.65
25/12/2015 7:00,18.26
25/12/2015 7:05,18.66
25/12/2015 7:10,18.95
25/12/2015 7:15,19.27
25/12/2015 7:20,18.76
25/12/2015 7:25,18.62
25/12/2015 7:30,18.91
25/12/2015 7:35,20.17
25/12/2015 7:40,20.47
25/12/2015 7:45,20.74
25/12/2015 7:50,21.27
25/12/2015 7:55,21.53
25/12/2015 8:00,22.2
25/12/2015 8:05,22.27
25/12/2015 8:10,22.52
25/12/2015 8:15,23.2
25/12/2015 8:20,23.69
25/12/2015 8:25,24.53
25/12/2015 8:30,23.55
25/12/2015 8:35,23.87
25/12/2015 8:40,24.88
25/12/2015 8:45,25.3
25/12/2015 8:50,25.82
25/12/2015 8:55,25.2
25/12/2015 9:00,25.74
25/12/2015 9:05,26.74
25/12/2015 9:10,25.83
25/12/2015 9:15,26.67
25/12/2015 9:20,27.53
25/12/2015 9:25,27.63
25/12/2015 9:30,27.98
25/12/2015 9:35,26.42
25/12/2015 9:40,27
25/12/2015 9:45,26.92
25/12/2015 9:50,30.45
25/12/2015 9:55,31.12
25/12/2015 10:00,28.79
25/12/2015 10:05,29.72
25/12/2015 10:10,28.54
25/12/2015 10:15,28.73
25/12/2015 10:20,29.82
25/12/2015 10:25,32.97
25/12/2015 10:30,34.31
25/12/2015 10:35,33.6
25/12/2015 10:40,32.95
25/12/2015 10:45,32.08
25/12/2015 10:50,32.14
25/12/2015 10:55,33.93
25/12/2015 11:00,33.62
25/12/2015 11:05,30.02
25/12/2015 11:10,27.29
25/12/2015 11:15,32.53
25/12/2015 11:20,33.65
25/12/2015 11:25,34.74
25/12/2015 11:30,34.7
25/12/2015 11:35,32.49
25/12/2015 11:40,35.1
25/12/2015 11:45,35.85
25/12/2015 11:50,30.92
25/12/2015 11:55,31.73
25/12/2015 12:00,34.32
25/12/2015 12:05,36.67
25/12/2015 12:10,38.73
25/12/2015 12:15,35.96
25/12/2015 12:20,38.77
25/12/2015 12:25,33.44
25/12/2015 12:30,32.91
25/12/2015 12:35,38.78
25/12/2015 12:40,37.91
25/12/2015 12:45,40.7
25/12/2015 12:50,39.85
25/12/2015 12:55,39.66
25/12/2015 13:00,40.65
25/12/2015 13:05,35.33
25/12/2015 13:10,33.43
25/12/2015 13:15,35.29
25/12/2015 13:20,34.25
25/12/2015 13:25,32.64
25/12/2015 13:30,38.07
25/12/2015 13:35,39.47
25/12/2015 13:40,41.72
25/12/2015 13:45,43.4
25/12/2015 13:50,44.36
25/12/2015 13:55,39.12
25/12/2015 14:00,36.64
25/12/2015 14:05,37.02
25/12/2015 14:10,32.73
25/12/2015 14:15,32.21
25/12/2015 14:20,32.33
25/12/2015 14:25,33.65
25/12/2015 14:30,33.25
25/12/2015 14:35,30.59
25/12/2015 14:40,30.04
25/12/2015 14:45,29.89
25/12/2015 14:50,29.56
25/12/2015 14:55,30.49
25/12/2015 15:00,30.11
25/12/2015 15:05,31.16
25/12/2015 15:10,32.12
25/12/2015 15:15,35.81
25/12/2015 15:20,37.52
25/12/2015 15:25,38.35
25/12/2015 15:30,38.38
25/12/2015 15:35,39.52
25/12/2015 15:40,40.58
25/12/2015 15:45,41.12
25/12/2015 15:50,41.7
25/12/2015 15:55,41.6
25/12/2015 16:00,42.49
25/12/2015 16:05,41.79
25/12/2015 16:10,40.45
25/12/2015 16:15,34.07
25/12/2015 16:20,31.61
25/12/2015 16:25,29.84
25/12/2015 16:30,28.68
25/12/2015 16:35,32.19
25/12/2015 16:40,35.04
25/12/2015 16:45,29.43
25/12/2015 16:50,31.98
25/12/2015 16:55,34.71
25/12/2015 17:00,36.12
25/12/2015 17:05,36.43
25/12/2015 17:10,37.13
25/12/2015 17:15,37.09
25/12/2015 17:20,37.28
25/12/2015 17:25,36.45
25/12/2015 17:30,34.89
25/12/2015 17:35,34.57
