Datetime,Canopytemp
18/12/2015 00:00,18.33
18/12/2015 00:05,18.28
18/12/2015 00:10,18.23
18/12/2015 00:15,18.14
18/12/2015 00:20,18.08
18/12/2015 00:25,18.05
18/12/2015 00:30,18.04
18/12/2015 00:35,18.04
18/12/2015 00:40,17.96
18/12/2015 00:45,17.86
18/12/2015 00:50,17.84
18/12/2015 00:55,17.99
18/12/2015 01:00,18.09
18/12/2015 01:05,18.10
18/12/2015 01:10,18.15
18/12/2015 01:15,18.18
18/12/2015 01:20,18.24
18/12/2015 01:25,18.20
18/12/2015 01:30,18.17
18/12/2015 01:35,18.17
18/12/2015 01:40,18.10
18/12/2015 01:45,18.08
18/12/2015 01:50,18.01
18/12/2015 01:55,17.91
18/12/2015 02:00,17.61
18/12/2015 02:05,17.56
18/12/2015 02:10,17.65
18/12/2015 02:15,17.66
18/12/2015 02:20,17.61
18/12/2015 02:25,17.46
18/12/2015 02:30,17.31
18/12/2015 02:35,17.11
18/12/2015 02:40,17.05
18/12/2015 02:45,17.05
18/12/2015 02:50,17.16
18/12/2015 02:55,17.13
18/12/2015 03:00,17.28
18/12/2015 03:05,17.37
18/12/2015 03:10,17.41
18/12/2015 03:15,17.45
18/12/2015 03:20,17.44
18/12/2015 03:25,17.45
18/12/2015 03:30,17.40
18/12/2015 03:35,17.35
18/12/2015 03:40,17.29
18/12/2015 03:45,17.23
18/12/2015 03:50,17.16
18/12/2015 03:55,17.14
18/12/2015 04:00,17.08
18/12/2015 04:05,17.03
18/12/2015 04:10,17.02
18/12/2015 04:15,17.04
18/12/2015 04:20,17.00
18/12/2015 04:25,16.96
18/12/2015 04:30,16.89
18/12/2015 04:35,16.83
18/12/2015 04:40,16.84
18/12/2015 04:45,16.76
18/12/2015 04:50,16.65
18/12/2015 04:55,16.60
18/12/2015 05:00,16.61
18/12/2015 05:05,16.55
18/12/2015 05:10,16.49
18/12/2015 05:15,16.42
18/12/2015 05:20,16.37
18/12/2015 05:25,16.31
18/12/2015 05:30,16.31
18/12/2015 05:35,16.28
18/12/2015 05:40,16.21
18/12/2015 05:45,16.16
18/12/2015 05:50,16.19
18/12/2015 05:55,16.21
18/12/2015 06:00,16.26
18/12/2015 06:05,16.34
18/12/2015 06:10,16.36
18/12/2015 06:15,16.47
18/12/2015 06:20,16.61
18/12/2015 06:25,16.77
18/12/2015 06:30,16.96
18/12/2015 06:35,17.23
18/12/2015 06:40,17.73
18/12/2015 06:45,18.36
18/12/2015 06:50,19.16
18/12/2015 06:55,19.88
18/12/2015 07:00,20.58
18/12/2015 07:05,21.30
18/12/2015 07:10,21.92
18/12/2015 07:15,22.48
18/12/2015 07:20,23.18
18/12/2015 07:45,26.04
18/12/2015 07:50,26.15
18/12/2015 07:55,26.73
18/12/2015 08:00,27.26
